accuracy,loss,val_accuracy,val_loss
0.18832117319107056,4.046317100524902,0.32777315378189087,3.0169315338134766
0.4392074942588806,2.6284263134002686,0.43786489963531494,2.4186692237854004
0.523670494556427,2.1325433254241943,0.4987489581108093,2.1286542415618896
0.5858185887336731,1.8711377382278442,0.5079232454299927,1.9778715372085571
0.6233576536178589,1.6533890962600708,0.5346121788024902,1.8547087907791138
0.656308650970459,1.4966459274291992,0.5279399752616882,1.8056870698928833
0.6846715211868286,1.369333028793335,0.5638031959533691,1.7202962636947632
0.6913451552391052,1.2973428964614868,0.5746455192565918,1.6674785614013672
0.7144942879676819,1.2057608366012573,0.5696413516998291,1.6366153955459595
0.7259645462036133,1.1358692646026611,0.5871559381484985,1.5889397859573364
0.7366006374359131,1.072618007659912,0.5788156986236572,1.569806456565857
0.7461939454078674,1.032098412513733,0.5904920697212219,1.5572903156280518
0.7589155435562134,0.984846293926239,0.5888240337371826,1.5564709901809692
0.7733055353164673,0.9366058111190796,0.5954962372779846,1.5298525094985962
0.7831073999404907,0.8987607955932617,0.5863219499588013,1.5154107809066772
0.7776851058006287,0.878133237361908,0.6246872544288635,1.4796032905578613
0.7989572286605835,0.8239720463752747,0.6113427877426147,1.475693702697754
0.7931178212165833,0.8149213194847107,0.6155129075050354,1.4937987327575684
0.8114702701568604,0.756553590297699,0.6005004048347473,1.4808478355407715
0.8289885520935059,0.7322651743888855,0.6113427877426147,1.5035086870193481
0.8221063613891602,0.7352562546730042,0.6121768355369568,1.4736956357955933
0.8254431486129761,0.7033291459083557,0.6205170750617981,1.4419304132461548
0.8323253393173218,0.6786999702453613,0.6196830868721008,1.4655674695968628
0.8304483890533447,0.6641433835029602,0.6080066561698914,1.457226037979126
0.8385818600654602,0.6372044086456299,0.6080066561698914,1.4679759740829468
0.8567257523536682,0.6033415794372559,0.6180149912834167,1.4314175844192505
0.8469238877296448,0.608740508556366,0.6196830868721008,1.4396823644638062
0.8535975217819214,0.5958135724067688,0.6146789193153381,1.4495327472686768
0.8567257523536682,0.5713192224502563,0.6121768355369568,1.4502465724945068
0.8596454858779907,0.5752734541893005,0.60550457239151,1.4446055889129639
0.8625651597976685,0.5516385436058044,0.606338620185852,1.4736982583999634
0.863816499710083,0.5381413102149963,0.6213511228561401,1.46246337890625
0.8667361736297607,0.5160868763923645,0.6296914219856262,1.4440956115722656
0.874243974685669,0.5120450854301453,0.6321935057640076,1.4423680305480957
