accuracy,loss,val_accuracy,val_loss
0.1172054186463356,4.597530364990234,0.31693077087402344,3.632469654083252
0.3691345155239105,3.2118656635284424,0.4136780798435211,2.805677890777588
0.510740339756012,2.49737286567688,0.48874062299728394,2.355459213256836
0.5924921631813049,2.080576181411743,0.5221017599105835,2.0815799236297607
0.638164758682251,1.819994330406189,0.5638031959533691,1.8896703720092773
0.6646506786346436,1.6051983833312988,0.5746455192565918,1.7735941410064697
0.703649640083313,1.450451374053955,0.5863219499588013,1.6683807373046875
0.7205422520637512,1.3405799865722656,0.6030024886131287,1.5966891050338745
0.7457768321037292,1.2346382141113281,0.6196830868721008,1.5366289615631104
0.7568300366401672,1.1448677778244019,0.6321935057640076,1.4803049564361572
0.7789363861083984,1.0598745346069336,0.6246872544288635,1.4544163942337036
0.7839416265487671,0.9947718977928162,0.6363636255264282,1.4190775156021118
0.7931178212165833,0.9489848613739014,0.643035888671875,1.3950603008270264
0.7997914552688599,0.9161898493766785,0.648874044418335,1.35716712474823
0.8156412839889526,0.8723238706588745,0.649708092212677,1.3365046977996826
0.8275286555290222,0.8038478493690491,0.649708092212677,1.332869291305542
0.8296141624450684,0.7943141460418701,0.6580483913421631,1.3087137937545776
0.8427528738975525,0.750499963760376,0.650542140007019,1.3040744066238403
0.8337851762771606,0.7364600300788879,0.656380295753479,1.289021372795105
0.8406673669815063,0.7173303961753845,0.6530442237854004,1.2853151559829712
0.8496350646018982,0.6694919466972351,0.6547122597694397,1.2818214893341064
0.8496350646018982,0.6499258279800415,0.657214343547821,1.264866828918457
0.85630863904953,0.6359784007072449,0.6530442237854004,1.2665200233459473
0.8696559071540833,0.6014460325241089,0.6655546426773071,1.2511974573135376
0.8679875135421753,0.5944837331771851,0.6605504751205444,1.2511488199234009
0.8729926943778992,0.5688078999519348,0.650542140007019,1.252803087234497
0.883628785610199,0.5414477586746216,0.6622185111045837,1.255222201347351
0.8838373422622681,0.536142110824585,0.6647205948829651,1.2499061822891235
0.881960391998291,0.5306552648544312,0.6622185111045837,1.2560876607894897
0.8888425230979919,0.503544270992279,0.6622185111045837,1.243737816810608
